idx,name,team,position,i_1,i_2,i_3,i_4,i_5,i_6,i_7,i_8,i_9,i_10,i_11,i_12,i_13,i_14,i_15,i_16,i_17,i_18,hit,bat_num,hit_get,own_get
20240309003,김지찬,삼성,84,1015,7100,0,0,7100,0,7100,0,0,-,-,-,-,-,-,-,-,-,1,4,0,0
20240309003,김성윤,삼성,9,7101,0,7104,0,0,2000,0,0,0,-,-,-,-,-,-,-,-,-,0,3,0,0
20240309003,김헌곤,삼성,7,0,0,0,0,0,0,0,7102,0,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309003,구자욱,삼성,7,3000,0,7101,0,0,7005,0,0,0,-,-,-,-,-,-,-,-,-,0,2,0,1
20240309003,이성규,삼성,9,0,0,0,0,0,0,0,3000,0,-,-,-,-,-,-,-,-,-,0,0,0,0
20240309003,맥키넌,삼성,3,1021,0,2000,0,0,1013,0,0,0,-,-,-,-,-,-,-,-,-,2,3,0,1
20240309003,김재혁,삼성,R3,0,0,0,0,0,0,0,7005,0,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309003,강민호,삼성,2,1118,0,0,7006,0,7400,0,0,0,-,-,-,-,-,-,-,-,-,1,3,2,0
20240309003,김재성,삼성,2,0,0,0,0,0,0,0,0,2000,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309003,오재일,삼성,D,7104,0,0,7107,0,0,1118,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0
20240309003,강한울,삼성,RD,0,0,0,0,0,0,0,0,7003,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309003,류지혁,삼성,45,0,2000,0,7100,0,0,3000,0,0,-,-,-,-,-,-,-,-,-,0,2,0,0
20240309003,김동진,삼성,5,0,0,0,0,0,0,0,0,2000,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309003,전병우,삼성,5,0,3000,0,0,2000,0,0,0,0,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309003,김현준,삼성,8,0,0,0,0,0,0,7001,0,0,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309003,김영웅,삼성,6,0,7006,0,0,2000,0,7400,0,0,-,-,-,-,-,-,-,-,-,0,3,0,0
20240309008,김혜성,키움,4,2000,7407,0,0,7101,0,0,0,0,-,-,-,-,-,-,-,-,-,0,3,0,0
20240309008,박수종,키움,H8,0,0,0,0,0,7003,0,2000,0,-,-,-,-,-,-,-,-,-,0,2,0,0
20240309008,도슨,키움,8,1021,0,3000,0,3000,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,2
20240309008,송지후,키움,H4,0,0,0,0,0,7005,0,2000,0,-,-,-,-,-,-,-,-,-,0,2,0,0
20240309008,임지열,키움,9,1302,0,2000,0,1021,0,0,0,0,-,-,-,-,-,-,-,-,-,2,3,2,2
20240309008,이형종,키움,H9,0,0,0,0,0,2000,0,0,2000,-,-,-,-,-,-,-,-,-,0,2,0,0
20240309008,최주환,키움,D,1021,0,7003,0,3000,0,1013,0,7001,-,-,-,-,-,-,-,-,-,2,4,0,1
20240309008,김휘집,키움,5,7004,0,0,2000,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,2,0,0
20240309008,고영우,키움,5,0,0,0,0,1021,0,2000,0,3000,-,-,-,-,-,-,-,-,-,1,2,2,1
20240309008,송성문,키움,3,7003,0,0,1301,7100,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,1,1
20240309008,이원석,키움,3,0,0,0,0,0,0,7004,0,7102,-,-,-,-,-,-,-,-,-,0,2,0,0
20240309008,김동헌,키움,2,0,7102,0,3000,1303,0,0,0,0,-,-,-,-,-,-,-,-,-,1,2,3,1
20240309008,김재현,키움,2,0,0,0,0,0,0,7003,0,0,-,-,-,-,-,-,-,-,-,0,1,0,0
20240309008,예진원,키움,7,0,7101,0,2000,1013,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0
20240309008,주성원,키움,7,0,0,0,0,0,0,0,1019,0,-,-,-,-,-,-,-,-,-,1,1,0,0
20240309008,이재상,키움,6,0,1110,0,7006,2000,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0
20240309008,신준우,키움,6,0,0,0,0,0,0,0,7006,0,-,-,-,-,-,-,-,-,-,0,1,0,0
